starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 06 22:40:24 2024	1733524824	0	13	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	13	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	12
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	14
Fri Dec 06 22:40:24 2024	1733524824	0	14	14	13
Fri Dec 06 22:40:24 2024	1733524824	0	15	15	13
Fri Dec 06 22:40:24 2024	1733524824	0	15	15	13
Fri Dec 06 22:40:24 2024	1733524824	0	15	15	13
Fri Dec 06 22:40:24 2024	1733524824	0	15	15	12
Fri Dec 06 22:40:24 2024	1733524824	0	15	15	15
Fri Dec 06 22:40:24 2024	1733524824	0	15	16	15
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	2	14	16	14
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	13
Fri Dec 06 22:40:24 2024	1733524824	0	16	16	16
Fri Dec 06 22:40:24 2024	1733524824	0	17	17	17
Fri Dec 06 22:40:24 2024	1733524824	0	17	17	17
Fri Dec 06 22:40:24 2024	1733524824	0	17	17	17
Fri Dec 06 22:40:24 2024	1733524824	0	17	17	17
Fri Dec 06 22:40:24 2024	1733524824	1	16	17	16
Fri Dec 06 22:40:24 2024	1733524824	0	17	17	17
Fri Dec 06 22:40:24 2024	1733524824	0	17	17	17
Fri Dec 06 22:40:24 2024	1733524824	0	18	18	18
Fri Dec 06 22:40:24 2024	1733524824	0	20	20	20
Fri Dec 06 22:40:24 2024	1733524824	0	20	20	20
Fri Dec 06 22:40:24 2024	1733524824	1	19	20	10
Fri Dec 06 22:40:24 2024	1733524824	0	20	20	20
Fri Dec 06 22:40:24 2024	1733524824	0	21	21	21
Fri Dec 06 22:40:24 2024	1733524824	0	21	21	21
Fri Dec 06 22:40:24 2024	1733524824	0	22	22	18
Fri Dec 06 22:40:24 2024	1733524824	0	22	22	22
Fri Dec 06 22:40:24 2024	1733524824	0	23	23	23
Fri Dec 06 22:40:24 2024	1733524824	0	28	28	28
