starttime	seconds	ctime	dtime	ttime	wait
Fri Dec 06 16:39:56 2024	1733524796	0	32	32	22
Fri Dec 06 16:39:56 2024	1733524796	6	26	32	23
Fri Dec 06 16:39:56 2024	1733524796	5	27	32	23
Fri Dec 06 16:39:56 2024	1733524796	0	32	32	29
Fri Dec 06 16:39:56 2024	1733524796	0	32	32	30
Fri Dec 06 16:39:56 2024	1733524796	6	26	32	24
Fri Dec 06 16:39:56 2024	1733524796	6	27	32	22
Fri Dec 06 16:39:56 2024	1733524796	6	26	32	25
Fri Dec 06 16:39:56 2024	1733524796	5	27	32	23
Fri Dec 06 16:39:56 2024	1733524796	0	32	32	22
Fri Dec 06 16:39:56 2024	1733524796	6	27	32	25
Fri Dec 06 16:39:56 2024	1733524796	5	27	32	23
Fri Dec 06 16:39:56 2024	1733524796	6	26	32	23
Fri Dec 06 16:39:56 2024	1733524796	6	27	32	25
Fri Dec 06 16:39:56 2024	1733524796	5	27	32	24
Fri Dec 06 16:39:56 2024	1733524796	6	27	33	23
Fri Dec 06 16:39:56 2024	1733524796	6	27	33	25
Fri Dec 06 16:39:56 2024	1733524796	0	33	33	22
Fri Dec 06 16:39:56 2024	1733524796	6	27	33	24
Fri Dec 06 16:39:56 2024	1733524796	6	27	33	23
Fri Dec 06 16:39:56 2024	1733524796	6	28	33	24
Fri Dec 06 16:39:56 2024	1733524796	0	33	33	30
Fri Dec 06 16:39:56 2024	1733524796	6	28	33	24
Fri Dec 06 16:39:56 2024	1733524796	6	28	33	24
Fri Dec 06 16:39:56 2024	1733524796	6	28	34	25
Fri Dec 06 16:39:56 2024	1733524796	6	28	34	24
Fri Dec 06 16:39:56 2024	1733524796	6	28	34	23
Fri Dec 06 16:39:56 2024	1733524796	6	28	34	23
Fri Dec 06 16:39:56 2024	1733524796	6	29	35	23
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	29
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	35	33
Fri Dec 06 16:39:56 2024	1733524796	0	35	36	29
Fri Dec 06 16:39:56 2024	1733524796	0	36	36	33
Fri Dec 06 16:39:56 2024	1733524796	0	36	36	33
Fri Dec 06 16:39:56 2024	1733524796	0	36	36	33
Fri Dec 06 16:39:56 2024	1733524796	0	36	36	33
Fri Dec 06 16:39:56 2024	1733524796	1	36	37	26
Fri Dec 06 16:39:56 2024	1733524796	0	37	37	33
Fri Dec 06 16:39:56 2024	1733524796	0	37	37	33
Fri Dec 06 16:39:56 2024	1733524796	0	57	57	51
Fri Dec 06 16:39:56 2024	1733524796	0	119	119	119
